Optical constants n+ik of olivine (z-orientation, E||z) of natural single crystal olivine
from the University of Freiberg 

A(1/cm)	n.z	k.z
2330.316	1.58185	0.00031
2331.537	1.581915	0.000309
2332.758	1.581979	0.000308
2333.978	1.582044	0.000308
2335.199	1.582109	0.000307
2336.42	1.582173	0.000307
2337.64	1.582237	0.000306
2338.861	1.582301	0.000306
2340.082	1.582366	0.000305
2341.303	1.58243	0.000305
2342.523	1.582493	0.000304
2343.744	1.582557	0.000304
2344.965	1.582621	0.000303
2346.185	1.582684	0.000303
2347.406	1.582748	0.000302
2348.627	1.582811	0.000301
2349.847	1.582874	0.000301
2351.068	1.582937	0.0003
2352.289	1.583	0.0003
2353.51	1.583063	0.000299
2354.73	1.583125	0.000299
2355.951	1.583188	0.000298
2357.172	1.583251	0.000298
2358.392	1.583313	0.000297
2359.613	1.583375	0.000297
2360.834	1.583437	0.000296
2362.054	1.583499	0.000296
2363.275	1.583561	0.000295
2364.496	1.583623	0.000295
2365.717	1.583685	0.000294
2366.937	1.583746	0.000293
2368.158	1.583808	0.000293
2369.379	1.583869	0.000292
2370.599	1.58393	0.000292
2371.82	1.583991	0.000291
2373.041	1.584052	0.000291
2374.261	1.584113	0.00029
2375.482	1.584174	0.00029
2376.703	1.584235	0.000289
2377.924	1.584295	0.000289
2379.144	1.584356	0.000288
2380.365	1.584416	0.000288
2381.586	1.584476	0.000287
2382.806	1.584537	0.000287
2384.027	1.584597	0.000286
2385.248	1.584657	0.000286
2386.468	1.584717	0.000285
2387.689	1.584776	0.000285
2388.91	1.584836	0.000284
2390.131	1.584895	0.000284
2391.351	1.584955	0.000283
2392.572	1.585014	0.000283
2393.793	1.585073	0.000282
2395.013	1.585132	0.000282
2396.234	1.585191	0.000281
2397.455	1.58525	0.000281
2398.675	1.585309	0.00028
2399.896	1.585368	0.00028
2401.117	1.585426	0.000279
2402.338	1.585485	0.000279
2403.558	1.585543	0.000278
2404.779	1.585601	0.000278
2406	1.58566	0.000277
2407.22	1.585718	0.000277
2408.441	1.585775	0.000276
2409.662	1.585833	0.000276
2410.882	1.585891	0.000275
2412.103	1.585949	0.000275
2413.324	1.586006	0.000274
2414.545	1.586064	0.000274
2415.765	1.586121	0.000273
2416.986	1.586178	0.000273
2418.207	1.586236	0.000273
2419.427	1.586293	0.000272
2420.648	1.586349	0.000272
2421.869	1.586406	0.000271
2423.089	1.586463	0.000271
2424.31	1.58652	0.00027
2425.531	1.586576	0.00027
2426.752	1.586633	0.000269
2427.972	1.586689	0.000269
2429.193	1.586745	0.000268
2430.414	1.586802	0.000268
2431.634	1.586858	0.000267
2432.855	1.586914	0.000267
2434.076	1.586969	0.000266
2435.296	1.587025	0.000266
2436.517	1.587081	0.000266
2437.738	1.587136	0.000265
2438.959	1.587192	0.000265
2440.179	1.587247	0.000264
2441.4	1.587303	0.000264
2442.621	1.587358	0.000263
2443.841	1.587413	0.000263
2445.062	1.587468	0.000262
2446.283	1.587523	0.000262
2447.503	1.587578	0.000262
2448.724	1.587632	0.000261
2449.945	1.587687	0.000261
2451.166	1.587741	0.00026
2452.386	1.587796	0.00026
2453.607	1.58785	0.000259
2454.828	1.587905	0.000259
2456.048	1.587959	0.000258
2457.269	1.588013	0.000258
2458.49	1.588067	0.000258
2459.71	1.588121	0.000257
2460.931	1.588174	0.000257
2462.152	1.588228	0.000256
2463.373	1.588282	0.000256
2464.593	1.588335	0.000255
2465.814	1.588389	0.000255
2467.035	1.588442	0.000255
2468.255	1.588495	0.000254
2469.476	1.588548	0.000254
2470.697	1.588601	0.000253
2471.917	1.588655	0.000253
2473.138	1.588707	0.000252
2474.359	1.58876	0.000252
2475.58	1.588813	0.000252
2476.8	1.588866	0.000251
2478.021	1.588918	0.000251
2479.242	1.58897	0.00025
2480.462	1.589023	0.00025
2481.683	1.589075	0.00025
2482.904	1.589127	0.000249
2484.124	1.589179	0.000249
2485.345	1.589231	0.000248
2486.566	1.589283	0.000248
2487.787	1.589335	0.000247
2489.007	1.589387	0.000247
2490.228	1.589438	0.000247
2491.449	1.58949	0.000246
2492.669	1.589541	0.000246
2493.89	1.589593	0.000245
2495.111	1.589644	0.000245
2496.331	1.589695	0.000245
2497.552	1.589746	0.000244
2498.773	1.589797	0.000244
2499.994	1.589849	0.000243
2501.214	1.589899	0.000243
2502.435	1.58995	0.000242
2503.656	1.590001	0.000242
2504.876	1.590051	0.000242
2506.097	1.590102	0.000241
2507.318	1.590152	0.000241
2508.538	1.590203	0.000241
2509.759	1.590253	0.00024
2510.98	1.590303	0.00024
2512.201	1.590353	0.000239
2513.421	1.590403	0.000239
2514.642	1.590453	0.000239
2515.863	1.590503	0.000238
2517.083	1.590553	0.000238
2518.304	1.590603	0.000237
2519.525	1.590652	0.000237
2520.745	1.590702	0.000237
2521.966	1.590751	0.000236
2523.187	1.590801	0.000236
2524.408	1.59085	0.000236
2525.628	1.590899	0.000235
2526.849	1.590948	0.000235
2528.07	1.590997	0.000234
2529.29	1.591046	0.000234
2530.511	1.591095	0.000234
2531.732	1.591144	0.000233
2532.952	1.591193	0.000233
2534.173	1.591241	0.000232
2535.394	1.59129	0.000232
2536.615	1.591338	0.000232
2537.835	1.591387	0.000231
2539.056	1.591435	0.000231
2540.277	1.591483	0.00023
2541.497	1.591532	0.00023
2542.718	1.59158	0.00023
2543.939	1.591628	0.000229
2545.159	1.591676	0.000229
2546.38	1.591723	0.000229
2547.601	1.591771	0.000228
2548.822	1.591819	0.000228
2550.042	1.591866	0.000228
2551.263	1.591914	0.000227
2552.484	1.591962	0.000227
2553.704	1.592009	0.000226
2554.925	1.592056	0.000226
2556.146	1.592103	0.000226
2557.366	1.592151	0.000225
2558.587	1.592198	0.000225
2559.808	1.592245	0.000225
2561.029	1.592292	0.000224
2562.249	1.592338	0.000224
2563.47	1.592385	0.000224
2564.691	1.592432	0.000223
2565.911	1.592479	0.000223
2567.132	1.592525	0.000223
2568.353	1.592571	0.000222
2569.573	1.592618	0.000222
2570.794	1.592664	0.000221
2572.015	1.59271	0.000221
2573.236	1.592757	0.000221
2574.456	1.592803	0.00022
2575.677	1.592849	0.00022
2576.898	1.592895	0.00022
2578.118	1.592941	0.000219
2579.339	1.592986	0.000219
2580.56	1.593032	0.000219
2581.78	1.593078	0.000218
2583.001	1.593123	0.000218
2584.222	1.593169	0.000218
2585.443	1.593214	0.000217
2586.663	1.59326	0.000217
2587.884	1.593305	0.000217
2589.105	1.59335	0.000216
2590.325	1.593395	0.000216
2591.546	1.59344	0.000215
2592.767	1.593485	0.000215
2593.987	1.59353	0.000215
2595.208	1.593575	0.000215
2596.429	1.59362	0.000214
2597.65	1.593665	0.000214
2598.87	1.593709	0.000213
2600.091	1.593754	0.000213
2601.312	1.593798	0.000213
2602.532	1.593843	0.000213
2603.753	1.593887	0.000212
2604.974	1.593931	0.000212
2606.194	1.593976	0.000211
2607.415	1.59402	0.000211
2608.636	1.594064	0.000211
2609.857	1.594108	0.000211
2611.077	1.594152	0.00021
2612.298	1.594196	0.00021
2613.519	1.59424	0.000209
2614.739	1.594283	0.000209
2615.96	1.594327	0.000209
2617.181	1.59437	0.000209
2618.401	1.594414	0.000208
2619.622	1.594458	0.000208
2620.843	1.594501	0.000207
2622.064	1.594544	0.000207
2623.284	1.594587	0.000207
2624.505	1.594631	0.000207
2625.726	1.594674	0.000206
2626.946	1.594717	0.000206
2628.167	1.59476	0.000206
2629.388	1.594803	0.000205
2630.608	1.594846	0.000205
2631.829	1.594888	0.000205
2633.05	1.594931	0.000204
2634.271	1.594974	0.000204
2635.491	1.595016	0.000204
2636.712	1.595059	0.000203
2637.933	1.595101	0.000203
2639.153	1.595144	0.000203
2640.374	1.595186	0.000202
2641.595	1.595228	0.000202
2642.815	1.59527	0.000202
2644.036	1.595312	0.000202
2645.257	1.595355	0.000201
2646.478	1.595396	0.000201
2647.698	1.595438	0.000201
2648.919	1.59548	0.0002
2650.14	1.595522	0.0002
2651.36	1.595564	0.0002
2652.581	1.595605	0.000199
2653.802	1.595647	0.000199
2655.022	1.595688	0.000199
2656.243	1.59573	0.000198
2657.464	1.595771	0.000198
2658.685	1.595813	0.000198
2659.905	1.595854	0.000198
2661.126	1.595895	0.000197
2662.347	1.595936	0.000197
2663.567	1.595977	0.000197
2664.788	1.596018	0.000196
2666.009	1.596059	0.000196
2667.229	1.5961	0.000196
2668.45	1.596141	0.000195
2669.671	1.596182	0.000195
2670.892	1.596223	0.000195
2672.112	1.596263	0.000194
2673.333	1.596304	0.000194
2674.554	1.596344	0.000194
2675.774	1.596385	0.000194
2676.995	1.596425	0.000193
2678.216	1.596465	0.000193
2679.436	1.596506	0.000193
2680.657	1.596546	0.000192
2681.878	1.596586	0.000192
2683.099	1.596626	0.000192
2684.319	1.596666	0.000192
2685.54	1.596706	0.000191
2686.761	1.596746	0.000191
2687.981	1.596786	0.000191
2689.202	1.596826	0.00019
2690.423	1.596865	0.00019
2691.643	1.596905	0.00019
2692.864	1.596945	0.00019
2694.085	1.596984	0.000189
2695.306	1.597024	0.000189
2696.526	1.597063	0.000189
2697.747	1.597102	0.000188
2698.968	1.597142	0.000188
2700.188	1.597181	0.000188
2701.409	1.59722	0.000188
2702.63	1.597259	0.000187
2703.85	1.597298	0.000187
2705.071	1.597337	0.000187
2706.292	1.597376	0.000186
2707.513	1.597415	0.000186
2708.733	1.597454	0.000186
2709.954	1.597493	0.000186
2711.175	1.597532	0.000185
2712.395	1.59757	0.000185
2713.616	1.597609	0.000185
2714.837	1.597647	0.000184
2716.057	1.597686	0.000184
2717.278	1.597724	0.000184
2718.499	1.597762	0.000184
2719.72	1.597801	0.000183
2720.94	1.597839	0.000183
2722.161	1.597877	0.000183
2723.382	1.597915	0.000183
2724.602	1.597953	0.000182
2725.823	1.597991	0.000182
2727.044	1.598029	0.000182
2728.264	1.598067	0.000181
2729.485	1.598105	0.000181
2730.706	1.598143	0.000181
2731.927	1.598181	0.000181
2733.147	1.598218	0.00018
2734.368	1.598256	0.00018
2735.589	1.598294	0.00018
2736.809	1.598331	0.00018
2738.03	1.598368	0.000179
2739.251	1.598406	0.000179
2740.471	1.598443	0.000179
2741.692	1.59848	0.000179
2742.913	1.598518	0.000178
2744.134	1.598555	0.000178
2745.354	1.598592	0.000178
2746.575	1.598629	0.000177
2747.796	1.598666	0.000177
2749.016	1.598703	0.000177
2750.237	1.59874	0.000177
2751.458	1.598777	0.000177
2752.678	1.598814	0.000176
2753.899	1.59885	0.000176
2755.12	1.598887	0.000176
2756.341	1.598924	0.000175
2757.561	1.59896	0.000175
2758.782	1.598997	0.000175
2760.003	1.599033	0.000175
2761.223	1.599069	0.000174
2762.444	1.599106	0.000174
2763.665	1.599142	0.000174
2764.885	1.599178	0.000174
2766.106	1.599215	0.000173
2767.327	1.599251	0.000173
2768.548	1.599287	0.000173
2769.768	1.599323	0.000173
2770.989	1.599359	0.000172
2772.21	1.599395	0.000172
2773.43	1.599431	0.000172
2774.651	1.599466	0.000172
2775.872	1.599502	0.000171
2777.092	1.599538	0.000171
2778.313	1.599574	0.000171
2779.534	1.599609	0.000171
2780.755	1.599645	0.00017
2781.975	1.59968	0.00017
2783.196	1.599716	0.00017
2784.417	1.599751	0.00017
2785.637	1.599787	0.000169
2786.858	1.599822	0.000169
2788.079	1.599857	0.000169
2789.299	1.599892	0.000169
2790.52	1.599927	0.000168
2791.741	1.599962	0.000168
2792.962	1.599998	0.000168
2794.182	1.600033	0.000168
2795.403	1.600067	0.000167
2796.624	1.600102	0.000167
2797.844	1.600137	0.000167
2799.065	1.600172	0.000167
2800.286	1.600207	0.000167
2801.506	1.600241	0.000166
2802.727	1.600276	0.000166
2803.948	1.600311	0.000166
2805.169	1.600345	0.000166
2806.389	1.60038	0.000165
2807.61	1.600414	0.000165
2808.831	1.600448	0.000165
2810.051	1.600483	0.000165
2811.272	1.600517	0.000164
2812.493	1.600551	0.000164
2813.713	1.600586	0.000164
2814.934	1.60062	0.000164
2816.155	1.600654	0.000163
2817.376	1.600688	0.000163
2818.596	1.600722	0.000163
2819.817	1.600756	0.000163
2821.038	1.60079	0.000163
2822.258	1.600824	0.000162
2823.479	1.600857	0.000162
2824.7	1.600891	0.000162
2825.92	1.600925	0.000162
2827.141	1.600958	0.000161
2828.362	1.600992	0.000161
2829.583	1.601026	0.000161
2830.803	1.601059	0.000161
2832.024	1.601093	0.00016
2833.245	1.601126	0.00016
2834.465	1.601159	0.00016
2835.686	1.601193	0.00016
2836.907	1.601226	0.00016
2838.127	1.601259	0.000159
2839.348	1.601292	0.000159
2840.569	1.601326	0.000159
2841.79	1.601359	0.000159
2843.01	1.601392	0.000158
2844.231	1.601425	0.000158
2845.452	1.601458	0.000158
2846.672	1.60149	0.000158
2847.893	1.601523	0.000158
2849.114	1.601556	0.000157
2850.334	1.601589	0.000157
2851.555	1.601622	0.000157
2852.776	1.601654	0.000157
2853.997	1.601687	0.000156
2855.217	1.601719	0.000156
2856.438	1.601752	0.000156
2857.659	1.601784	0.000156
2858.879	1.601817	0.000156
2860.1	1.601849	0.000155
2861.321	1.601882	0.000155
2862.541	1.601914	0.000155
2863.762	1.601946	0.000155
2864.983	1.601978	0.000154
2866.204	1.60201	0.000154
2867.424	1.602043	0.000154
2868.645	1.602075	0.000154
2869.866	1.602107	0.000154
2871.086	1.602139	0.000153
2872.307	1.602171	0.000153
2873.528	1.602203	0.000153
2874.748	1.602234	0.000153
2875.969	1.602266	0.000152
2877.19	1.602298	0.000152
2878.411	1.60233	0.000152
2879.631	1.602361	0.000152
2880.852	1.602393	0.000152
2882.073	1.602425	0.000152
2883.293	1.602456	0.000151
2884.514	1.602488	0.000151
2885.735	1.602519	0.000151
2886.955	1.60255	0.000151
2888.176	1.602582	0.00015
2889.397	1.602613	0.00015
2890.618	1.602644	0.00015
2891.838	1.602675	0.00015
2893.059	1.602707	0.00015
2894.28	1.602738	0.000149
2895.5	1.602769	0.000149
2896.721	1.6028	0.000149
2897.942	1.602831	0.000149
2899.162	1.602862	0.000149
2900.383	1.602893	0.000148
2901.604	1.602924	0.000148
2902.825	1.602955	0.000148
2904.045	1.602985	0.000148
2905.266	1.603016	0.000148
2906.487	1.603047	0.000147
2907.707	1.603078	0.000147
2908.928	1.603108	0.000147
2910.149	1.603139	0.000147
2911.369	1.603169	0.000146
2912.59	1.6032	0.000146
2913.811	1.60323	0.000146
2915.032	1.603261	0.000146
2916.252	1.603291	0.000146
2917.473	1.603321	0.000146
2918.694	1.603352	0.000145
2919.914	1.603382	0.000145
2921.135	1.603412	0.000145
2922.356	1.603442	0.000145
2923.576	1.603472	0.000144
2924.797	1.603502	0.000144
2926.018	1.603532	0.000144
2927.239	1.603562	0.000144
2928.459	1.603592	0.000144
2929.68	1.603622	0.000144
2930.901	1.603652	0.000143
2932.121	1.603682	0.000143
2933.342	1.603712	0.000143
2934.563	1.603742	0.000143
2935.783	1.603771	0.000143
2937.004	1.603801	0.000142
2938.225	1.60383	0.000142
2939.446	1.60386	0.000142
2940.666	1.60389	0.000142
2941.887	1.603919	0.000142
2943.108	1.603949	0.000141
2944.328	1.603978	0.000141
2945.549	1.604007	0.000141
2946.77	1.604037	0.000141
2947.99	1.604066	0.000141
2949.211	1.604095	0.00014
2950.432	1.604125	0.00014
2951.653	1.604154	0.00014
2952.873	1.604183	0.00014
2954.094	1.604212	0.00014
2955.315	1.604241	0.000139
2956.535	1.60427	0.000139
2957.756	1.604299	0.000139
2958.977	1.604328	0.000139
2960.197	1.604357	0.000139
2961.418	1.604386	0.000139
2962.639	1.604415	0.000138
2963.86	1.604443	0.000138
2965.08	1.604472	0.000138
2966.301	1.604501	0.000138
2967.522	1.60453	0.000138
2968.742	1.604558	0.000137
2969.963	1.604587	0.000137
2971.184	1.604615	0.000137
2972.404	1.604644	0.000137
2973.625	1.604672	0.000137
2974.846	1.604701	0.000137
2976.067	1.604729	0.000136
2977.287	1.604758	0.000136
2978.508	1.604786	0.000136
2979.729	1.604814	0.000136
2980.949	1.604843	0.000136
2982.17	1.604871	0.000135
2983.391	1.604899	0.000135
2984.611	1.604927	0.000135
2985.832	1.604955	0.000135
2987.053	1.604983	0.000135
2988.274	1.605011	0.000135
2989.494	1.605039	0.000134
2990.715	1.605067	0.000134
2991.936	1.605095	0.000134
2993.156	1.605123	0.000134
2994.377	1.605151	0.000134
2995.598	1.605179	0.000133
2996.818	1.605206	0.000133
2998.039	1.605234	0.000133
2999.26	1.605262	0.000133
3000.481	1.605289	0.000133
3001.701	1.605317	0.000133
3002.922	1.605345	0.000132
3004.143	1.605372	0.000132
3005.363	1.6054	0.000132
3006.584	1.605427	0.000132
3007.805	1.605455	0.000132
3009.025	1.605482	0.000132
3010.246	1.605509	0.000131
3011.467	1.605537	0.000131
3012.688	1.605564	0.000131
3013.908	1.605591	0.000131
3015.129	1.605618	0.000131
3016.35	1.605646	0.000131
3017.57	1.605673	0.00013
3018.791	1.6057	0.00013
3020.012	1.605727	0.00013
3021.232	1.605754	0.00013
3022.453	1.605781	0.00013
3023.674	1.605808	0.000129
3024.895	1.605835	0.000129
3026.115	1.605862	0.000129
3027.336	1.605889	0.000129
3028.557	1.605915	0.000129
3029.777	1.605942	0.000129
3030.998	1.605969	0.000129
3032.219	1.605996	0.000128
3033.439	1.606022	0.000128
3034.66	1.606049	0.000128
3035.881	1.606076	0.000128
3037.102	1.606102	0.000128
3038.322	1.606129	0.000127
3039.543	1.606155	0.000127
3040.764	1.606182	0.000127
3041.984	1.606208	0.000127
3043.205	1.606235	0.000127
3044.426	1.606261	0.000127
3045.646	1.606287	0.000127
3046.867	1.606313	0.000126
3048.088	1.60634	0.000126
3049.309	1.606366	0.000126
3050.529	1.606392	0.000126
3051.75	1.606418	0.000126
3052.971	1.606444	0.000125
3054.191	1.606471	0.000125
3055.412	1.606497	0.000125
3056.633	1.606523	0.000125
3057.853	1.606549	0.000125
3059.074	1.606575	0.000125
3060.295	1.606601	0.000125
3061.516	1.606626	0.000124
3062.736	1.606652	0.000124
3063.957	1.606678	0.000124
3065.178	1.606704	0.000124
3066.398	1.60673	0.000124
3067.619	1.606755	0.000124
3068.84	1.606781	0.000123
3070.06	1.606807	0.000123
3071.281	1.606832	0.000123
3072.502	1.606858	0.000123
3073.723	1.606884	0.000123
3074.943	1.606909	0.000123
3076.164	1.606935	0.000123
3077.385	1.60696	0.000122
3078.605	1.606985	0.000122
3079.826	1.607011	0.000122
3081.047	1.607036	0.000122
3082.267	1.607062	0.000122
3083.488	1.607087	0.000122
3084.709	1.607112	0.000121
3085.93	1.607137	0.000121
3087.15	1.607162	0.000121
3088.371	1.607188	0.000121
3089.592	1.607213	0.000121
3090.812	1.607238	0.000121
3092.033	1.607263	0.00012
3093.254	1.607288	0.00012
3094.474	1.607313	0.00012
3095.695	1.607338	0.00012
3096.916	1.607363	0.00012
3098.137	1.607388	0.00012
3099.357	1.607413	0.00012
3100.578	1.607437	0.000119
3101.799	1.607462	0.000119
3103.019	1.607487	0.000119
3104.24	1.607512	0.000119
3105.461	1.607536	0.000119
3106.681	1.607561	0.000119
3107.902	1.607586	0.000119
3109.123	1.60761	0.000118
3110.344	1.607635	0.000118
3111.564	1.60766	0.000118
3112.785	1.607684	0.000118
3114.006	1.607709	0.000118
3115.226	1.607733	0.000118
3116.447	1.607757	0.000117
3117.668	1.607782	0.000117
3118.888	1.607806	0.000117
3120.109	1.607831	0.000117
3121.33	1.607855	0.000117
3122.551	1.607879	0.000117
3123.771	1.607903	0.000116
3124.992	1.607928	0.000116
3126.213	1.607952	0.000116
3127.433	1.607976	0.000116
3128.654	1.608	0.000116
3129.875	1.608024	0.000116
3131.095	1.608048	0.000116
3132.316	1.608072	0.000115
3133.537	1.608096	0.000115
3134.758	1.60812	0.000115
3135.978	1.608144	0.000115
3137.199	1.608168	0.000115
3138.42	1.608192	0.000115
3139.64	1.608216	0.000115
3140.861	1.60824	0.000114
3142.082	1.608263	0.000114
3143.302	1.608287	0.000114
3144.523	1.608311	0.000114
3145.744	1.608335	0.000114
3146.965	1.608358	0.000114
3148.185	1.608382	0.000114
3149.406	1.608405	0.000113
3150.627	1.608429	0.000113
3151.847	1.608453	0.000113
3153.068	1.608476	0.000113
3154.289	1.6085	0.000113
3155.509	1.608523	0.000113
3156.73	1.608546	0.000113
3157.951	1.60857	0.000112
3159.172	1.608593	0.000112
3160.392	1.608617	0.000112
3161.613	1.60864	0.000112
3162.834	1.608663	0.000112
3164.054	1.608686	0.000112
3165.275	1.60871	0.000112
3166.496	1.608733	0.000111
3167.716	1.608756	0.000111
3168.937	1.608779	0.000111
3170.158	1.608802	0.000111
3171.379	1.608825	0.000111
3172.599	1.608848	0.000111
3173.82	1.608871	0.000111
3175.041	1.608894	0.00011
3176.261	1.608917	0.00011
3177.482	1.60894	0.00011
3178.703	1.608963	0.00011
3179.923	1.608986	0.00011
3181.144	1.609009	0.00011
3182.365	1.609032	0.00011
3183.586	1.609055	0.00011
3184.806	1.609077	0.000109
3186.027	1.6091	0.000109
3187.248	1.609123	0.000109
3188.468	1.609145	0.000109
3189.689	1.609168	0.000109
3190.91	1.609191	0.000109
3192.13	1.609213	0.000109
3193.351	1.609236	0.000108
3194.572	1.609258	0.000108
3195.793	1.609281	0.000108
3197.013	1.609303	0.000108
3198.234	1.609326	0.000108
3199.455	1.609348	0.000108
3200.675	1.609371	0.000108
3201.896	1.609393	0.000108
3203.117	1.609415	0.000107
3204.337	1.609438	0.000107
3205.558	1.60946	0.000107
3206.779	1.609482	0.000107
3208	1.609505	0.000107
3209.22	1.609527	0.000107
3210.441	1.609549	0.000107
3211.662	1.609571	0.000107
3212.882	1.609593	0.000106
3214.103	1.609615	0.000106
3215.324	1.609637	0.000106
3216.544	1.609659	0.000106
3217.765	1.609681	0.000106
3218.986	1.609703	0.000106
3220.207	1.609725	0.000106
3221.427	1.609747	0.000106
3222.648	1.609769	0.000105
3223.869	1.609791	0.000105
3225.089	1.609813	0.000105
3226.31	1.609835	0.000105
3227.531	1.609857	0.000105
3228.751	1.609878	0.000105
3229.972	1.6099	0.000105
3231.193	1.609922	0.000105
3232.414	1.609944	0.000104
3233.634	1.609965	0.000104
3234.855	1.609987	0.000104
3236.076	1.610008	0.000104
3237.296	1.61003	0.000104
3238.517	1.610052	0.000104
3239.738	1.610073	0.000104
3240.958	1.610095	0.000104
3242.179	1.610116	0.000103
3243.4	1.610138	0.000103
3244.621	1.610159	0.000103
3245.841	1.61018	0.000103
3247.062	1.610202	0.000103
3248.283	1.610223	0.000103
3249.503	1.610245	0.000103
3250.724	1.610266	0.000103
3251.945	1.610287	0.000102
3253.165	1.610308	0.000102
3254.386	1.61033	0.000102
3255.607	1.610351	0.000102
3256.828	1.610372	0.000102
3258.048	1.610393	0.000102
3259.269	1.610414	0.000102
3260.49	1.610435	0.000102
3261.71	1.610456	0.000101
3262.931	1.610477	0.000101
3264.152	1.610498	0.000101
3265.372	1.610519	0.000101
3266.593	1.61054	0.000101
3267.814	1.610561	0.000101
3269.035	1.610582	0.000101
3270.255	1.610603	0.000101
3271.476	1.610624	0.0001
3272.697	1.610645	0.0001
3273.917	1.610666	0.0001
3275.138	1.610687	0.0001
3276.359	1.610707	0.0001
3277.579	1.610728	0.0001
3278.8	1.610749	0.0001
3280.021	1.610769	0.0001
3281.242	1.61079	0.000099
3282.462	1.610811	0.000099
3283.683	1.610831	0.000099
3284.904	1.610852	0.000099
3286.124	1.610873	0.000099
3287.345	1.610893	0.000099
3288.566	1.610914	0.000099
3289.786	1.610934	0.000099
3291.007	1.610955	0.000099
3292.228	1.610975	0.000098
3293.449	1.610995	0.000098
3294.669	1.611016	0.000098
3295.89	1.611036	0.000098
3297.111	1.611057	0.000098
3298.331	1.611077	0.000098
3299.552	1.611097	0.000098
3300.773	1.611117	0.000098
3301.993	1.611138	0.000097
3303.214	1.611158	0.000097
3304.435	1.611178	0.000097
3305.656	1.611198	0.000097
3306.876	1.611218	0.000097
3308.097	1.611239	0.000097
3309.318	1.611259	0.000097
3310.538	1.611279	0.000097
3311.759	1.611299	0.000096
3312.98	1.611319	0.000096
3314.2	1.611339	0.000096
3315.421	1.611359	0.000096
3316.642	1.611379	0.000096
3317.863	1.611399	0.000096
3319.083	1.611419	0.000096
3320.304	1.611439	0.000096
3321.525	1.611458	0.000096
3322.745	1.611478	0.000095
3323.966	1.611498	0.000095
3325.187	1.611518	0.000095
3326.407	1.611538	0.000095
3327.628	1.611557	0.000095
3328.849	1.611577	0.000095
3330.07	1.611597	0.000095
3331.29	1.611617	0.000095
3332.511	1.611636	0.000095
3333.732	1.611656	0.000094
3334.952	1.611676	0.000094
3336.173	1.611695	0.000094
3337.394	1.611715	0.000094
3338.614	1.611734	0.000094
3339.835	1.611754	0.000094
3341.056	1.611773	0.000094
3342.277	1.611793	0.000094
3343.497	1.611812	0.000094
3344.718	1.611832	0.000093
3345.939	1.611851	0.000093
3347.159	1.61187	0.000093
3348.38	1.61189	0.000093
3349.601	1.611909	0.000093
3350.821	1.611928	0.000093
3352.042	1.611948	0.000093
3353.263	1.611967	0.000093
3354.484	1.611986	0.000093
3355.704	1.612005	0.000092
3356.925	1.612025	0.000092
3358.146	1.612044	0.000092
3359.366	1.612063	0.000092
3360.587	1.612082	0.000092
3361.808	1.612101	0.000092
3363.028	1.61212	0.000092
3364.249	1.612139	0.000092
3365.47	1.612158	0.000092
3366.691	1.612177	0.000092
3367.911	1.612197	0.000091
3369.132	1.612215	0.000091
3370.353	1.612234	0.000091
3371.573	1.612253	0.000091
3372.794	1.612272	0.000091
3374.015	1.612291	0.000091
3375.235	1.61231	0.000091
3376.456	1.612329	0.000091
3377.677	1.612348	0.000091
3378.898	1.612367	0.00009
3380.118	1.612385	0.00009
3381.339	1.612404	0.00009
3382.56	1.612423	0.00009
3383.78	1.612442	0.00009
3385.001	1.61246	0.00009
3386.222	1.612479	0.00009
3387.442	1.612498	0.00009
3388.663	1.612516	0.00009
3389.884	1.612535	0.00009
3391.105	1.612553	0.000089
3392.325	1.612572	0.000089
3393.546	1.612591	0.000089
3394.767	1.612609	0.000089
3395.987	1.612628	0.000089
3397.208	1.612646	0.000089
3398.429	1.612664	0.000089
3399.649	1.612683	0.000089
3400.87	1.612701	0.000089
3402.091	1.61272	0.000089
3403.312	1.612738	0.000088
3404.532	1.612756	0.000088
3405.753	1.612775	0.000088
3406.974	1.612793	0.000088
3408.194	1.612811	0.000088
3409.415	1.61283	0.000088
3410.636	1.612848	0.000088
3411.856	1.612866	0.000088
3413.077	1.612884	0.000088
3414.298	1.612903	0.000088
3415.519	1.612921	0.000087
3416.739	1.612939	0.000087
3417.96	1.612957	0.000087
3419.181	1.612975	0.000087
3420.401	1.612993	0.000087
3421.622	1.613011	0.000087
3422.843	1.613029	0.000087
3424.063	1.613047	0.000087
3425.284	1.613065	0.000087
3426.505	1.613083	0.000087
3427.726	1.613101	0.000086
3428.946	1.613119	0.000086
3430.167	1.613137	0.000086
3431.388	1.613155	0.000086
3432.608	1.613173	0.000086
3433.829	1.613191	0.000086
3435.05	1.613208	0.000086
3436.27	1.613226	0.000086
3437.491	1.613244	0.000086
3438.712	1.613262	0.000086
3439.933	1.61328	0.000086
3441.153	1.613297	0.000085
3442.374	1.613315	0.000085
3443.595	1.613333	0.000085
3444.815	1.613351	0.000085
3446.036	1.613368	0.000085
3447.257	1.613386	0.000085
3448.477	1.613403	0.000085
3449.698	1.613421	0.000085
3450.919	1.613438	0.000085
3452.14	1.613456	0.000085
3453.36	1.613474	0.000084
3454.581	1.613491	0.000084
3455.802	1.613509	0.000084
3457.022	1.613526	0.000084
3458.243	1.613544	0.000084
3459.464	1.613561	0.000084
3460.684	1.613578	0.000084
3461.905	1.613596	0.000084
3463.126	1.613613	0.000084
